item,itemLabel,rank,pob,pobLabel,hasCountry,hasAdmin,hasref,refitem,exurl,wmurl,wmproj
Q100364484,Loub Yacout Zaïdou,NormalRank,Q3143004,Ouani,true,true,false,,,,
Q1024670,Caabi El-Yachroutu Mohamed,,,,,,false,,,,
Q104835826,Hadjira Oumouri,NormalRank,Q3043023,Foumbouni,true,true,false,,,,
Q105816348,Dhoihirou Halidi,,,,,,false,,,,
Q105816388,Kaambi Houmadi,,,,,,false,,,,
Q106088062,Chamina Ben Mohamed,,,,,,false,,,,
Q106088088,Hayda Nourdine Sidi,NormalRank,Q691016,Mutsamudu,true,true,false,,,,
Q106088222,Ladaenti Houmadi,,,,,,false,,,,
Q106092242,Rashid Mohamed Mbaraka Fatma,,,,,,false,,,,
Q108344792,Halidi Charif,,,,,,false,,,,
Q108344794,Aboudou Soefou,,,,,,false,,,,
Q108344795,Mohamed Bakri Ben Abdoulfatah Charif,,,,,,false,,,,
Q108344797,El-Anrif Said Hassane,,,,,,false,,,,
Q108344798,Abdoulkarim Mohamed,,,,,,false,,,,
Q108344800,Mohamed Bacar Dossar,,,,,,false,,,,
Q109399082,Mohamed Ali Said,,,,,,false,,,,
Q113555299,Dhoihir Dhoulkamal,,,,,,false,,,,
Q113953770,Abdou Ousseni,,,,,,false,,,,
Q113953771,Bourhane Hamidou,,,,,,false,,,,
Q113953772,Saïd Dhoifir Bounou,,,,,,false,,,,
Q113953780,Fouad Mohadji,,,,,,false,,,,
Q113953781,Idi Nadhoim,,,,,,false,,,,
Q113953782,Rachidi ben Massonde,,,,,,false,,,,
Q113953785,Lailizamane Abdou Cheik,,,,,,false,,,,
Q113953786,Soudjay Hamadi,,,,,,false,,,,
Q113953787,Soulé Ahamada Mroivili,,,,,,false,,,,
Q113953791,Youssouf El-Farouk,,,,,,false,,,,
Q113953802,Moussa Mahoma,,,,,,false,,,,
Q114566891,Aboudou Mohamed Chanfiou,,,,,,false,,,,
Q114566892,Afretane Yssoufa,,,,,,false,,,,
Q114566893,Ahmed Ali Bazi,,,,,,false,,,,
Q114566894,Ali Ibouroi,,,,,,false,,,,
Q114566895,Djaffar Salim,,,,,,false,,,,
Q114566896,Kamaldini Souef,,,,,,false,,,,
Q114566897,Kassim Loutfi,,,,,,false,,,,
Q114566898,Mahamoud Fakridine,,,,,,false,,,,
Q114566899,Moctar Ould Dada Hamdane,,,,,,false,,,,
Q114566900,Mohamed Housseini Djamalilaili,,,,,,false,,,,
Q114566901,Takiddine Youssouf,,,,,,false,,,,
Q114568395,Djaé Ahamada Chanfi,,,,,,false,,,,
Q114568420,Houmed M'Saidié Ahmed,,,,,,false,,,,
Q114568452,Daniel Ali Bandar,,,,,,false,,,,
Q12811186,Nourdine Bourhane,,,,,,false,,,,
Q24930192,Mohamed Ali Soilihi,NormalRank,Q16679352,Territory of the Comores,false,false,true,false,false,false,true
Q28194816,Abdallah Said Sarouma,,,,,,false,,,,
Q28222039,Djaffar Ahnwd Said Hassani,,,,,,false,,,,
Q2827661,Ahmed Ben Said Jaffar,NormalRank,Q691016,Mutsamudu,true,true,true,false,false,false,true
Q28370112,Moustadroine Abdou,,,,,,false,,,,
Q3111209,Hamada Madi,NormalRank,Q271797,Mohéli,true,true,true,false,false,false,true
Q311129,Ahmed Abdallah Mohamed Sambi,NormalRank,Q691016,Mutsamudu,true,true,true,false,false,false,true
Q3318302,Mohamed Abdoulwahab,NormalRank,Q16679352,Territory of the Comores,false,false,true,false,false,false,true
Q3318507,Mohamed El-Amine Souef,NormalRank,Q3901,Moroni,true,true,false,,,,
Q3318813,Mohamed Said Fazul,,,,,,false,,,,
Q3326242,Moussa Toybou,,,,,,false,,,,
Q3331947,Abdou Soulé Elbak,NormalRank,Q3901,Moroni,true,true,true,false,false,false,true
Q515602,Azali Assoumani,NormalRank,Q3317188,Mitsoudjé,true,true,true,false,false,false,true
Q5429564,Fahmi Said Ibrahim El Maceli,NormalRank,Q16679352,Territory of the Comores,false,false,true,false,false,false,true
Q5679938,Hassane Hamadi,,,,,,false,,,,
Q64009130,Said Abeid,,,,,,false,,,,
Q855447,Bianrifi Tarmidi,,,,,,false,,,,
Q89480130,Sounhadj Attoumane,NormalRank,Q231324,Anjouan,true,true,true,false,false,true,true
Q919913,Mohamed Bacar,NormalRank,Q2883788,"Barakani, Anjouan",true,true,true,false,false,true,true
Q57458,Ikililou Dhoinine,NormalRank,Q271797,Mohéli,true,true,true,false,false,false,true
